Filename = 280.out.txt, no_of_character_errs = 4, ground_truth_length = 32, output_length = 34, Percentage Character Errors = 12.5%
Filename = 281.out.txt, no_of_character_errs = 18, ground_truth_length = 39, output_length = 36, Percentage Character Errors = 46.1538461538%
Filename = 282.out.txt, no_of_character_errs = 17, ground_truth_length = 39, output_length = 37, Percentage Character Errors = 43.5897435897%
Filename = 283.out.txt, no_of_character_errs = 16, ground_truth_length = 71, output_length = 70, Percentage Character Errors = 22.5352112676%
Filename = 284.out.txt, no_of_character_errs = 12, ground_truth_length = 37, output_length = 36, Percentage Character Errors = 32.4324324324%
Filename = 285.out.txt, no_of_character_errs = 12, ground_truth_length = 41, output_length = 44, Percentage Character Errors = 29.2682926829%
Filename = 286.out.txt, no_of_character_errs = 13, ground_truth_length = 35, output_length = 29, Percentage Character Errors = 37.1428571429%
Filename = 287.out.txt, no_of_character_errs = 19, ground_truth_length = 40, output_length = 28, Percentage Character Errors = 47.5%
Filename = 288.out.txt, no_of_character_errs = 27, ground_truth_length = 87, output_length = 77, Percentage Character Errors = 31.0344827586%
Filename = 289.out.txt, no_of_character_errs = 11, ground_truth_length = 32, output_length = 34, Percentage Character Errors = 34.375%
Filename = 29.out.txt, no_of_character_errs = 41, ground_truth_length = 41, output_length = 34, Percentage Character Errors = 100.0%
Filename = 290.out.txt, no_of_character_errs = 26, ground_truth_length = 79, output_length = 71, Percentage Character Errors = 32.9113924051%
Filename = 291.out.txt, no_of_character_errs = 19, ground_truth_length = 41, output_length = 42, Percentage Character Errors = 46.3414634146%
Filename = 292.out.txt, no_of_character_errs = 26, ground_truth_length = 61, output_length = 51, Percentage Character Errors = 42.6229508197%
Filename = 293.out.txt, no_of_character_errs = 12, ground_truth_length = 29, output_length = 21, Percentage Character Errors = 41.3793103448%
Filename = 294.out.txt, no_of_character_errs = 7, ground_truth_length = 35, output_length = 36, Percentage Character Errors = 20.0%
Filename = 295.out.txt, no_of_character_errs = 13, ground_truth_length = 26, output_length = 23, Percentage Character Errors = 50.0%
Filename = 296.out.txt, no_of_character_errs = 20, ground_truth_length = 37, output_length = 32, Percentage Character Errors = 54.0540540541%
Filename = 297.out.txt, no_of_character_errs = 18, ground_truth_length = 37, output_length = 40, Percentage Character Errors = 48.6486486486%
Filename = 298.out.txt, no_of_character_errs = 17, ground_truth_length = 41, output_length = 44, Percentage Character Errors = 41.4634146341%
Filename = 299.out.txt, no_of_character_errs = 8, ground_truth_length = 17, output_length = 13, Percentage Character Errors = 47.0588235294%
Filename = 3.out.txt, no_of_character_errs = 16, ground_truth_length = 37, output_length = 34, Percentage Character Errors = 43.2432432432%
Filename = 30.out.txt, no_of_character_errs = 3, ground_truth_length = 39, output_length = 38, Percentage Character Errors = 7.69230769231%
Filename = 300.out.txt, no_of_character_errs = 16, ground_truth_length = 43, output_length = 43, Percentage Character Errors = 37.2093023256%
Filename = 301.out.txt, no_of_character_errs = 16, ground_truth_length = 21, output_length = 17, Percentage Character Errors = 76.1904761905%
Filename = 302.out.txt, no_of_character_errs = 10, ground_truth_length = 15, output_length = 17, Percentage Character Errors = 66.6666666667%
Filename = 303.out.txt, no_of_character_errs = 14, ground_truth_length = 63, output_length = 64, Percentage Character Errors = 22.2222222222%
Filename = 304.out.txt, no_of_character_errs = 8, ground_truth_length = 41, output_length = 44, Percentage Character Errors = 19.512195122%
Filename = 305.out.txt, no_of_character_errs = 14, ground_truth_length = 20, output_length = 18, Percentage Character Errors = 70.0%
Filename = 306.out.txt, no_of_character_errs = 13, ground_truth_length = 41, output_length = 39, Percentage Character Errors = 31.7073170732%
Filename = 307.out.txt, no_of_character_errs = 16, ground_truth_length = 22, output_length = 21, Percentage Character Errors = 72.7272727273%
Filename = 308.out.txt, no_of_character_errs = 17, ground_truth_length = 32, output_length = 31, Percentage Character Errors = 53.125%
Filename = 309.out.txt, no_of_character_errs = 17, ground_truth_length = 38, output_length = 32, Percentage Character Errors = 44.7368421053%
Filename = 31.out.txt, no_of_character_errs = 24, ground_truth_length = 87, output_length = 82, Percentage Character Errors = 27.5862068966%
Filename = 310.out.txt, no_of_character_errs = 3, ground_truth_length = 35, output_length = 34, Percentage Character Errors = 8.57142857143%
Filename = 311.out.txt, no_of_character_errs = 9, ground_truth_length = 63, output_length = 60, Percentage Character Errors = 14.2857142857%
Filename = 312.out.txt, no_of_character_errs = 40, ground_truth_length = 84, output_length = 77, Percentage Character Errors = 47.619047619%
Filename = 313.out.txt, no_of_character_errs = 8, ground_truth_length = 45, output_length = 46, Percentage Character Errors = 17.7777777778%
Filename = 314.out.txt, no_of_character_errs = 7, ground_truth_length = 34, output_length = 32, Percentage Character Errors = 20.5882352941%
Filename = 315.out.txt, no_of_character_errs = 18, ground_truth_length = 38, output_length = 33, Percentage Character Errors = 47.3684210526%
Filename = 316.out.txt, no_of_character_errs = 5, ground_truth_length = 46, output_length = 49, Percentage Character Errors = 10.8695652174%
Filename = 317.out.txt, no_of_character_errs = 11, ground_truth_length = 36, output_length = 37, Percentage Character Errors = 30.5555555556%
Filename = 318.out.txt, no_of_character_errs = 16, ground_truth_length = 39, output_length = 32, Percentage Character Errors = 41.0256410256%
Filename = 319.out.txt, no_of_character_errs = 48, ground_truth_length = 79, output_length = 63, Percentage Character Errors = 60.7594936709%
Filename = 32.out.txt, no_of_character_errs = 15, ground_truth_length = 18, output_length = 22, Percentage Character Errors = 83.3333333333%
Filename = 320.out.txt, no_of_character_errs = 10, ground_truth_length = 37, output_length = 41, Percentage Character Errors = 27.027027027%
Filename = 321.out.txt, no_of_character_errs = 22, ground_truth_length = 39, output_length = 44, Percentage Character Errors = 56.4102564103%
Filename = 322.out.txt, no_of_character_errs = 5, ground_truth_length = 17, output_length = 15, Percentage Character Errors = 29.4117647059%
Filename = 323.out.txt, no_of_character_errs = 19, ground_truth_length = 19, output_length = 15, Percentage Character Errors = 100.0%
Filename = 324.out.txt, no_of_character_errs = 4, ground_truth_length = 36, output_length = 33, Percentage Character Errors = 11.1111111111%
Filename = 325.out.txt, no_of_character_errs = 19, ground_truth_length = 38, output_length = 37, Percentage Character Errors = 50.0%
Filename = 326.out.txt, no_of_character_errs = 19, ground_truth_length = 39, output_length = 37, Percentage Character Errors = 48.7179487179%
Filename = 327.out.txt, no_of_character_errs = 24, ground_truth_length = 38, output_length = 40, Percentage Character Errors = 63.1578947368%
Filename = 328.out.txt, no_of_character_errs = 5, ground_truth_length = 34, output_length = 34, Percentage Character Errors = 14.7058823529%
Filename = 329.out.txt, no_of_character_errs = 10, ground_truth_length = 15, output_length = 13, Percentage Character Errors = 66.6666666667%
Filename = 33.out.txt, no_of_character_errs = 5, ground_truth_length = 38, output_length = 37, Percentage Character Errors = 13.1578947368%
Filename = 330.out.txt, no_of_character_errs = 5, ground_truth_length = 81, output_length = 81, Percentage Character Errors = 6.17283950617%
Filename = 331.out.txt, no_of_character_errs = 3, ground_truth_length = 37, output_length = 35, Percentage Character Errors = 8.10810810811%
Filename = 332.out.txt, no_of_character_errs = 1, ground_truth_length = 24, output_length = 24, Percentage Character Errors = 4.16666666667%
Filename = 333.out.txt, no_of_character_errs = 47, ground_truth_length = 96, output_length = 81, Percentage Character Errors = 48.9583333333%
Filename = 334.out.txt, no_of_character_errs = 7, ground_truth_length = 70, output_length = 67, Percentage Character Errors = 10.0%
Filename = 335.out.txt, no_of_character_errs = 24, ground_truth_length = 51, output_length = 43, Percentage Character Errors = 47.0588235294%
Filename = 336.out.txt, no_of_character_errs = 23, ground_truth_length = 55, output_length = 49, Percentage Character Errors = 41.8181818182%
Filename = 337.out.txt, no_of_character_errs = 20, ground_truth_length = 41, output_length = 40, Percentage Character Errors = 48.7804878049%
Filename = 338.out.txt, no_of_character_errs = 68, ground_truth_length = 68, output_length = 40, Percentage Character Errors = 100.0%
Filename = 339.out.txt, no_of_character_errs = 37, ground_truth_length = 85, output_length = 69, Percentage Character Errors = 43.5294117647%
Filename = 34.out.txt, no_of_character_errs = 13, ground_truth_length = 34, output_length = 34, Percentage Character Errors = 38.2352941176%
Filename = 340.out.txt, no_of_character_errs = 26, ground_truth_length = 70, output_length = 65, Percentage Character Errors = 37.1428571429%
Filename = 341.out.txt, no_of_character_errs = 9, ground_truth_length = 38, output_length = 40, Percentage Character Errors = 23.6842105263%
Filename = 342.out.txt, no_of_character_errs = 7, ground_truth_length = 31, output_length = 34, Percentage Character Errors = 22.5806451613%
Filename = 343.out.txt, no_of_character_errs = 17, ground_truth_length = 41, output_length = 35, Percentage Character Errors = 41.4634146341%
Filename = 344.out.txt, no_of_character_errs = 15, ground_truth_length = 36, output_length = 37, Percentage Character Errors = 41.6666666667%
Filename = 345.out.txt, no_of_character_errs = 7, ground_truth_length = 38, output_length = 38, Percentage Character Errors = 18.4210526316%
Filename = 346.out.txt, no_of_character_errs = 15, ground_truth_length = 38, output_length = 28, Percentage Character Errors = 39.4736842105%
Filename = 347.out.txt, no_of_character_errs = 16, ground_truth_length = 55, output_length = 57, Percentage Character Errors = 29.0909090909%
Filename = 348.out.txt, no_of_character_errs = 22, ground_truth_length = 41, output_length = 32, Percentage Character Errors = 53.6585365854%
Filename = 349.out.txt, no_of_character_errs = 11, ground_truth_length = 46, output_length = 49, Percentage Character Errors = 23.9130434783%
Filename = 35.out.txt, no_of_character_errs = 17, ground_truth_length = 41, output_length = 40, Percentage Character Errors = 41.4634146341%
Filename = 350.out.txt, no_of_character_errs = 20, ground_truth_length = 42, output_length = 35, Percentage Character Errors = 47.619047619%
Filename = 351.out.txt, no_of_character_errs = 3, ground_truth_length = 23, output_length = 24, Percentage Character Errors = 13.0434782609%
Filename = 352.out.txt, no_of_character_errs = 13, ground_truth_length = 38, output_length = 38, Percentage Character Errors = 34.2105263158%
Filename = 353.out.txt, no_of_character_errs = 11, ground_truth_length = 16, output_length = 13, Percentage Character Errors = 68.75%
Filename = 354.out.txt, no_of_character_errs = 47, ground_truth_length = 84, output_length = 78, Percentage Character Errors = 55.9523809524%
Filename = 355.out.txt, no_of_character_errs = 3, ground_truth_length = 29, output_length = 30, Percentage Character Errors = 10.3448275862%
Filename = 356.out.txt, no_of_character_errs = 11, ground_truth_length = 84, output_length = 84, Percentage Character Errors = 13.0952380952%
Filename = 357.out.txt, no_of_character_errs = 19, ground_truth_length = 41, output_length = 30, Percentage Character Errors = 46.3414634146%
Filename = 358.out.txt, no_of_character_errs = 13, ground_truth_length = 34, output_length = 35, Percentage Character Errors = 38.2352941176%
Filename = 359.out.txt, no_of_character_errs = 3, ground_truth_length = 36, output_length = 37, Percentage Character Errors = 8.33333333333%
Filename = 36.out.txt, no_of_character_errs = 22, ground_truth_length = 57, output_length = 51, Percentage Character Errors = 38.5964912281%
Filename = 360.out.txt, no_of_character_errs = 24, ground_truth_length = 55, output_length = 39, Percentage Character Errors = 43.6363636364%
Filename = 361.out.txt, no_of_character_errs = 10, ground_truth_length = 41, output_length = 43, Percentage Character Errors = 24.3902439024%
Filename = 362.out.txt, no_of_character_errs = 21, ground_truth_length = 10, output_length = 22, Percentage Character Errors = 210.0%
Filename = 363.out.txt, no_of_character_errs = 7, ground_truth_length = 8, output_length = 6, Percentage Character Errors = 87.5%
Filename = 364.out.txt, no_of_character_errs = 17, ground_truth_length = 40, output_length = 43, Percentage Character Errors = 42.5%
Filename = 365.out.txt, no_of_character_errs = 16, ground_truth_length = 64, output_length = 61, Percentage Character Errors = 25.0%
Filename = 366.out.txt, no_of_character_errs = 26, ground_truth_length = 66, output_length = 58, Percentage Character Errors = 39.3939393939%
Filename = 367.out.txt, no_of_character_errs = 8, ground_truth_length = 9, output_length = 11, Percentage Character Errors = 88.8888888889%
Filename = 368.out.txt, no_of_character_errs = 20, ground_truth_length = 41, output_length = 37, Percentage Character Errors = 48.7804878049%
Filename = 369.out.txt, no_of_character_errs = 22, ground_truth_length = 55, output_length = 50, Percentage Character Errors = 40.0%
Filename = 37.out.txt, no_of_character_errs = 23, ground_truth_length = 48, output_length = 42, Percentage Character Errors = 47.9166666667%
Filename = 370.out.txt, no_of_character_errs = 8, ground_truth_length = 22, output_length = 21, Percentage Character Errors = 36.3636363636%
Filename = 371.out.txt, no_of_character_errs = 38, ground_truth_length = 38, output_length = 21, Percentage Character Errors = 100.0%
Filename = 372.out.txt, no_of_character_errs = 3, ground_truth_length = 51, output_length = 50, Percentage Character Errors = 5.88235294118%
Filename = 373.out.txt, no_of_character_errs = 8, ground_truth_length = 34, output_length = 34, Percentage Character Errors = 23.5294117647%
Filename = 374.out.txt, no_of_character_errs = 15, ground_truth_length = 55, output_length = 52, Percentage Character Errors = 27.2727272727%
Filename = 375.out.txt, no_of_character_errs = 2, ground_truth_length = 36, output_length = 37, Percentage Character Errors = 5.55555555556%
Filename = 376.out.txt, no_of_character_errs = 9, ground_truth_length = 41, output_length = 43, Percentage Character Errors = 21.9512195122%
Filename = 377.out.txt, no_of_character_errs = 10, ground_truth_length = 35, output_length = 35, Percentage Character Errors = 28.5714285714%
Filename = 378.out.txt, no_of_character_errs = 4, ground_truth_length = 37, output_length = 38, Percentage Character Errors = 10.8108108108%
Filename = 379.out.txt, no_of_character_errs = 14, ground_truth_length = 38, output_length = 36, Percentage Character Errors = 36.8421052632%
Filename = 38.out.txt, no_of_character_errs = 22, ground_truth_length = 55, output_length = 55, Percentage Character Errors = 40.0%
Filename = 380.out.txt, no_of_character_errs = 12, ground_truth_length = 50, output_length = 47, Percentage Character Errors = 24.0%
Filename = 381.out.txt, no_of_character_errs = 7, ground_truth_length = 16, output_length = 16, Percentage Character Errors = 43.75%
Filename = 382.out.txt, no_of_character_errs = 35, ground_truth_length = 87, output_length = 79, Percentage Character Errors = 40.2298850575%
Filename = 383.out.txt, no_of_character_errs = 34, ground_truth_length = 71, output_length = 51, Percentage Character Errors = 47.8873239437%
Filename = 384.out.txt, no_of_character_errs = 15, ground_truth_length = 34, output_length = 31, Percentage Character Errors = 44.1176470588%
Filename = 385.out.txt, no_of_character_errs = 11, ground_truth_length = 89, output_length = 92, Percentage Character Errors = 12.3595505618%
Filename = 386.out.txt, no_of_character_errs = 24, ground_truth_length = 54, output_length = 41, Percentage Character Errors = 44.4444444444%
Filename = 387.out.txt, no_of_character_errs = 13, ground_truth_length = 40, output_length = 32, Percentage Character Errors = 32.5%
Filename = 388.out.txt, no_of_character_errs = 17, ground_truth_length = 41, output_length = 43, Percentage Character Errors = 41.4634146341%
Filename = 389.out.txt, no_of_character_errs = 5, ground_truth_length = 17, output_length = 18, Percentage Character Errors = 29.4117647059%
Filename = 39.out.txt, no_of_character_errs = 12, ground_truth_length = 80, output_length = 81, Percentage Character Errors = 15.0%
Filename = 390.out.txt, no_of_character_errs = 23, ground_truth_length = 41, output_length = 36, Percentage Character Errors = 56.0975609756%
Filename = 391.out.txt, no_of_character_errs = 9, ground_truth_length = 39, output_length = 39, Percentage Character Errors = 23.0769230769%
Filename = 392.out.txt, no_of_character_errs = 32, ground_truth_length = 61, output_length = 48, Percentage Character Errors = 52.4590163934%
Filename = 393.out.txt, no_of_character_errs = 6, ground_truth_length = 40, output_length = 43, Percentage Character Errors = 15.0%
Filename = 394.out.txt, no_of_character_errs = 23, ground_truth_length = 38, output_length = 31, Percentage Character Errors = 60.5263157895%
Filename = 395.out.txt, no_of_character_errs = 14, ground_truth_length = 31, output_length = 28, Percentage Character Errors = 45.1612903226%
Filename = 396.out.txt, no_of_character_errs = 24, ground_truth_length = 39, output_length = 40, Percentage Character Errors = 61.5384615385%
Filename = 397.out.txt, no_of_character_errs = 23, ground_truth_length = 50, output_length = 52, Percentage Character Errors = 46.0%
Filename = 398.out.txt, no_of_character_errs = 4, ground_truth_length = 35, output_length = 37, Percentage Character Errors = 11.4285714286%
Filename = 399.out.txt, no_of_character_errs = 18, ground_truth_length = 41, output_length = 38, Percentage Character Errors = 43.9024390244%
Filename = 4.out.txt, no_of_character_errs = 9, ground_truth_length = 39, output_length = 38, Percentage Character Errors = 23.0769230769%
Filename = 40.out.txt, no_of_character_errs = 2, ground_truth_length = 8, output_length = 9, Percentage Character Errors = 25.0%
Filename = 400.out.txt, no_of_character_errs = 19, ground_truth_length = 38, output_length = 29, Percentage Character Errors = 50.0%
Filename = 401.out.txt, no_of_character_errs = 8, ground_truth_length = 38, output_length = 35, Percentage Character Errors = 21.0526315789%
Filename = 402.out.txt, no_of_character_errs = 11, ground_truth_length = 94, output_length = 90, Percentage Character Errors = 11.7021276596%
Filename = 403.out.txt, no_of_character_errs = 13, ground_truth_length = 41, output_length = 42, Percentage Character Errors = 31.7073170732%
Filename = 404.out.txt, no_of_character_errs = 6, ground_truth_length = 37, output_length = 34, Percentage Character Errors = 16.2162162162%
Filename = 405.out.txt, no_of_character_errs = 10, ground_truth_length = 14, output_length = 13, Percentage Character Errors = 71.4285714286%
Filename = 406.out.txt, no_of_character_errs = 31, ground_truth_length = 66, output_length = 58, Percentage Character Errors = 46.9696969697%
Filename = 407.out.txt, no_of_character_errs = 10, ground_truth_length = 18, output_length = 15, Percentage Character Errors = 55.5555555556%
Filename = 408.out.txt, no_of_character_errs = 18, ground_truth_length = 19, output_length = 22, Percentage Character Errors = 94.7368421053%
Filename = 409.out.txt, no_of_character_errs = 6, ground_truth_length = 36, output_length = 34, Percentage Character Errors = 16.6666666667%
Filename = 41.out.txt, no_of_character_errs = 16, ground_truth_length = 35, output_length = 32, Percentage Character Errors = 45.7142857143%
Filename = 410.out.txt, no_of_character_errs = 22, ground_truth_length = 35, output_length = 31, Percentage Character Errors = 62.8571428571%
Filename = 411.out.txt, no_of_character_errs = 20, ground_truth_length = 37, output_length = 43, Percentage Character Errors = 54.0540540541%
Filename = 412.out.txt, no_of_character_errs = 33, ground_truth_length = 70, output_length = 60, Percentage Character Errors = 47.1428571429%
Filename = 413.out.txt, no_of_character_errs = 5, ground_truth_length = 41, output_length = 41, Percentage Character Errors = 12.1951219512%
Filename = 414.out.txt, no_of_character_errs = 10, ground_truth_length = 12, output_length = 14, Percentage Character Errors = 83.3333333333%
Filename = 415.out.txt, no_of_character_errs = 8, ground_truth_length = 41, output_length = 45, Percentage Character Errors = 19.512195122%
Filename = 416.out.txt, no_of_character_errs = 3, ground_truth_length = 9, output_length = 9, Percentage Character Errors = 33.3333333333%
Filename = 417.out.txt, no_of_character_errs = 16, ground_truth_length = 41, output_length = 32, Percentage Character Errors = 39.0243902439%
Filename = 418.out.txt, no_of_character_errs = 29, ground_truth_length = 55, output_length = 44, Percentage Character Errors = 52.7272727273%
Filename = 419.out.txt, no_of_character_errs = 16, ground_truth_length = 40, output_length = 33, Percentage Character Errors = 40.0%
Filename = 42.out.txt, no_of_character_errs = 6, ground_truth_length = 40, output_length = 37, Percentage Character Errors = 15.0%
Filename = 420.out.txt, no_of_character_errs = 10, ground_truth_length = 40, output_length = 39, Percentage Character Errors = 25.0%
Filename = 421.out.txt, no_of_character_errs = 19, ground_truth_length = 36, output_length = 29, Percentage Character Errors = 52.7777777778%
Filename = 422.out.txt, no_of_character_errs = 8, ground_truth_length = 29, output_length = 31, Percentage Character Errors = 27.5862068966%
Filename = 423.out.txt, no_of_character_errs = 22, ground_truth_length = 36, output_length = 39, Percentage Character Errors = 61.1111111111%
Filename = 424.out.txt, no_of_character_errs = 4, ground_truth_length = 13, output_length = 13, Percentage Character Errors = 30.7692307692%
Filename = 425.out.txt, no_of_character_errs = 13, ground_truth_length = 32, output_length = 26, Percentage Character Errors = 40.625%
Filename = 426.out.txt, no_of_character_errs = 12, ground_truth_length = 11, output_length = 14, Percentage Character Errors = 109.090909091%
Filename = 427.out.txt, no_of_character_errs = 21, ground_truth_length = 95, output_length = 92, Percentage Character Errors = 22.1052631579%
Filename = 428.out.txt, no_of_character_errs = 3, ground_truth_length = 14, output_length = 15, Percentage Character Errors = 21.4285714286%
Filename = 429.out.txt, no_of_character_errs = 14, ground_truth_length = 42, output_length = 46, Percentage Character Errors = 33.3333333333%
Filename = 43.out.txt, no_of_character_errs = 5, ground_truth_length = 41, output_length = 39, Percentage Character Errors = 12.1951219512%
Filename = 430.out.txt, no_of_character_errs = 26, ground_truth_length = 58, output_length = 47, Percentage Character Errors = 44.8275862069%
Filename = 431.out.txt, no_of_character_errs = 12, ground_truth_length = 41, output_length = 43, Percentage Character Errors = 29.2682926829%
Filename = 432.out.txt, no_of_character_errs = 7, ground_truth_length = 13, output_length = 13, Percentage Character Errors = 53.8461538462%
Filename = 433.out.txt, no_of_character_errs = 17, ground_truth_length = 39, output_length = 35, Percentage Character Errors = 43.5897435897%
Filename = 434.out.txt, no_of_character_errs = 20, ground_truth_length = 38, output_length = 33, Percentage Character Errors = 52.6315789474%
Filename = 435.out.txt, no_of_character_errs = 7, ground_truth_length = 31, output_length = 30, Percentage Character Errors = 22.5806451613%
Filename = 436.out.txt, no_of_character_errs = 17, ground_truth_length = 29, output_length = 30, Percentage Character Errors = 58.6206896552%
Filename = 437.out.txt, no_of_character_errs = 7, ground_truth_length = 38, output_length = 41, Percentage Character Errors = 18.4210526316%
Filename = 438.out.txt, no_of_character_errs = 22, ground_truth_length = 72, output_length = 68, Percentage Character Errors = 30.5555555556%
Filename = 439.out.txt, no_of_character_errs = 16, ground_truth_length = 40, output_length = 35, Percentage Character Errors = 40.0%
Filename = 44.out.txt, no_of_character_errs = 5, ground_truth_length = 12, output_length = 15, Percentage Character Errors = 41.6666666667%
Filename = 440.out.txt, no_of_character_errs = 4, ground_truth_length = 42, output_length = 45, Percentage Character Errors = 9.52380952381%
Filename = 441.out.txt, no_of_character_errs = 12, ground_truth_length = 48, output_length = 53, Percentage Character Errors = 25.0%
Filename = 442.out.txt, no_of_character_errs = 19, ground_truth_length = 39, output_length = 27, Percentage Character Errors = 48.7179487179%
Filename = 443.out.txt, no_of_character_errs = 16, ground_truth_length = 75, output_length = 73, Percentage Character Errors = 21.3333333333%
Filename = 444.out.txt, no_of_character_errs = 4, ground_truth_length = 19, output_length = 20, Percentage Character Errors = 21.0526315789%
Filename = 445.out.txt, no_of_character_errs = 5, ground_truth_length = 67, output_length = 66, Percentage Character Errors = 7.46268656716%
Filename = 446.out.txt, no_of_character_errs = 7, ground_truth_length = 16, output_length = 19, Percentage Character Errors = 43.75%
Filename = 447.out.txt, no_of_character_errs = 3, ground_truth_length = 13, output_length = 15, Percentage Character Errors = 23.0769230769%
Filename = 448.out.txt, no_of_character_errs = 28, ground_truth_length = 48, output_length = 48, Percentage Character Errors = 58.3333333333%
Filename = 449.out.txt, no_of_character_errs = 18, ground_truth_length = 79, output_length = 79, Percentage Character Errors = 22.7848101266%
Filename = 45.out.txt, no_of_character_errs = 24, ground_truth_length = 47, output_length = 46, Percentage Character Errors = 51.0638297872%
Filename = 450.out.txt, no_of_character_errs = 17, ground_truth_length = 21, output_length = 17, Percentage Character Errors = 80.9523809524%
Filename = 451.out.txt, no_of_character_errs = 5, ground_truth_length = 7, output_length = 8, Percentage Character Errors = 71.4285714286%
Filename = 452.out.txt, no_of_character_errs = 4, ground_truth_length = 18, output_length = 18, Percentage Character Errors = 22.2222222222%
Filename = 453.out.txt, no_of_character_errs = 11, ground_truth_length = 38, output_length = 41, Percentage Character Errors = 28.9473684211%
Filename = 454.out.txt, no_of_character_errs = 8, ground_truth_length = 40, output_length = 39, Percentage Character Errors = 20.0%
Filename = 455.out.txt, no_of_character_errs = 23, ground_truth_length = 38, output_length = 35, Percentage Character Errors = 60.5263157895%
Filename = 456.out.txt, no_of_character_errs = 25, ground_truth_length = 39, output_length = 32, Percentage Character Errors = 64.1025641026%
Filename = 457.out.txt, no_of_character_errs = 30, ground_truth_length = 78, output_length = 71, Percentage Character Errors = 38.4615384615%
Filename = 458.out.txt, no_of_character_errs = 13, ground_truth_length = 26, output_length = 23, Percentage Character Errors = 50.0%
Filename = 459.out.txt, no_of_character_errs = 8, ground_truth_length = 49, output_length = 50, Percentage Character Errors = 16.3265306122%
Filename = 46.out.txt, no_of_character_errs = 39, ground_truth_length = 39, output_length = 50, Percentage Character Errors = 100.0%
Filename = 460.out.txt, no_of_character_errs = 12, ground_truth_length = 39, output_length = 37, Percentage Character Errors = 30.7692307692%
Filename = 461.out.txt, no_of_character_errs = 14, ground_truth_length = 39, output_length = 33, Percentage Character Errors = 35.8974358974%
Filename = 462.out.txt, no_of_character_errs = 21, ground_truth_length = 39, output_length = 43, Percentage Character Errors = 53.8461538462%
Filename = 463.out.txt, no_of_character_errs = 40, ground_truth_length = 40, output_length = 43, Percentage Character Errors = 100.0%
Filename = 464.out.txt, no_of_character_errs = 14, ground_truth_length = 59, output_length = 61, Percentage Character Errors = 23.7288135593%
Filename = 465.out.txt, no_of_character_errs = 7, ground_truth_length = 27, output_length = 29, Percentage Character Errors = 25.9259259259%
Filename = 466.out.txt, no_of_character_errs = 46, ground_truth_length = 89, output_length = 75, Percentage Character Errors = 51.6853932584%
Filename = 467.out.txt, no_of_character_errs = 3, ground_truth_length = 35, output_length = 35, Percentage Character Errors = 8.57142857143%
Filename = 468.out.txt, no_of_character_errs = 39, ground_truth_length = 39, output_length = 35, Percentage Character Errors = 100.0%
Filename = 469.out.txt, no_of_character_errs = 31, ground_truth_length = 96, output_length = 91, Percentage Character Errors = 32.2916666667%
Filename = 47.out.txt, no_of_character_errs = 36, ground_truth_length = 76, output_length = 58, Percentage Character Errors = 47.3684210526%
Filename = 470.out.txt, no_of_character_errs = 28, ground_truth_length = 28, output_length = 58, Percentage Character Errors = 100.0%
Filename = 471.out.txt, no_of_character_errs = 19, ground_truth_length = 36, output_length = 28, Percentage Character Errors = 52.7777777778%
Filename = 472.out.txt, no_of_character_errs = 12, ground_truth_length = 57, output_length = 54, Percentage Character Errors = 21.0526315789%
Filename = 473.out.txt, no_of_character_errs = 17, ground_truth_length = 38, output_length = 38, Percentage Character Errors = 44.7368421053%
Filename = 474.out.txt, no_of_character_errs = 6, ground_truth_length = 38, output_length = 38, Percentage Character Errors = 15.7894736842%
Filename = 475.out.txt, no_of_character_errs = 33, ground_truth_length = 65, output_length = 53, Percentage Character Errors = 50.7692307692%
Filename = 476.out.txt, no_of_character_errs = 3, ground_truth_length = 37, output_length = 39, Percentage Character Errors = 8.10810810811%
Filename = 477.out.txt, no_of_character_errs = 6, ground_truth_length = 39, output_length = 39, Percentage Character Errors = 15.3846153846%
Filename = 478.out.txt, no_of_character_errs = 12, ground_truth_length = 61, output_length = 60, Percentage Character Errors = 19.6721311475%
Filename = 479.out.txt, no_of_character_errs = 22, ground_truth_length = 40, output_length = 32, Percentage Character Errors = 55.0%
Filename = 48.out.txt, no_of_character_errs = 17, ground_truth_length = 37, output_length = 28, Percentage Character Errors = 45.9459459459%
Filename = 480.out.txt, no_of_character_errs = 18, ground_truth_length = 41, output_length = 37, Percentage Character Errors = 43.9024390244%
Filename = 481.out.txt, no_of_character_errs = 19, ground_truth_length = 50, output_length = 40, Percentage Character Errors = 38.0%
Filename = 482.out.txt, no_of_character_errs = 5, ground_truth_length = 30, output_length = 31, Percentage Character Errors = 16.6666666667%
Filename = 483.out.txt, no_of_character_errs = 10, ground_truth_length = 44, output_length = 39, Percentage Character Errors = 22.7272727273%
Filename = 484.out.txt, no_of_character_errs = 15, ground_truth_length = 38, output_length = 31, Percentage Character Errors = 39.4736842105%
Filename = 485.out.txt, no_of_character_errs = 3, ground_truth_length = 17, output_length = 17, Percentage Character Errors = 17.6470588235%
Filename = 486.out.txt, no_of_character_errs = 16, ground_truth_length = 32, output_length = 31, Percentage Character Errors = 50.0%
Filename = 487.out.txt, no_of_character_errs = 14, ground_truth_length = 33, output_length = 35, Percentage Character Errors = 42.4242424242%
Filename = 488.out.txt, no_of_character_errs = 19, ground_truth_length = 39, output_length = 37, Percentage Character Errors = 48.7179487179%
